Data from Reflection_11-18-34-727.txt Node
Date: Fri Mar 08 11:18:34 EST 2024
User: zxiong
Spectrometer: USB4F04538
Trigger mode: 4
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.52	4372.73
345.736	4372.73
345.952	4372.73
346.168	336.36
346.384	129.98
346.6	-100
346.816	-213.61
347.032	345.36
347.248	10.09
347.464	-175.89
347.68	59.82
347.896	1271.43
348.112	60.24
348.328	35.21
348.544	532.2
348.76	59.21
348.975	94.59
349.191	-199.41
349.407	90.96
349.623	614.15
349.839	453.85
350.055	-60.73
350.27	1467.35
350.486	95.76
350.702	121.14
350.918	163.04
351.133	151.59
351.349	199.11
351.565	245.42
351.781	61.58
351.996	361.89
352.212	63.85
352.428	-595.81
352.644	142.12
352.859	186.57
353.075	284.19
353.291	223.48
353.506	391.19
353.722	437.02
353.938	327.68
354.153	99.77
354.369	4556
354.584	206.98
354.8	32.22
355.016	391.88
355.231	-150.35
355.447	329.39
355.662	713.22
355.878	-226.15
356.093	99.67
356.309	871.9
356.524	597.58
356.74	275.86
356.955	52.46
357.171	716.57
357.386	196.54
357.602	287.65
357.817	176.28
358.033	189.13
358.248	154.32
358.464	228.99
358.679	131.71
358.895	80.48
359.11	624.42
359.325	168.05
359.541	1284.98
359.756	139.02
359.972	-11554.55
360.187	457.68
360.402	62.97
360.618	79.74
360.833	517.01
361.048	759.17
361.264	375.74
361.479	191.58
361.694	256.09
361.909	147.89
362.125	217.1
362.34	99.8
362.555	170.3
362.77	271.4
362.986	-191.6
363.201	93.18
363.416	243.98
363.631	248.79
363.847	83.35
364.062	-119.12
364.277	108.04
364.492	126.25
364.707	-702.96
364.922	176.57
365.138	184.41
365.353	149.57
365.568	296.75
365.783	190.57
365.998	593.69
366.213	203.92
366.428	118.18
366.643	248.39
366.858	196.26
367.073	130.72
367.288	116.65
367.503	143.56
367.718	189.77
367.933	238
368.148	96.45
368.363	137.88
368.578	529.43
368.793	127.14
369.008	179.64
369.223	-2760.87
369.438	251.41
369.653	69.15
369.868	87.72
370.083	116.61
370.298	185.43
370.513	120.34
370.728	163.97
370.943	46.11
