Data from Reflection_11-17-15-736.txt Node
Date: Fri Mar 08 11:17:15 EST 2024
User: zxiong
Spectrometer: USB4F04538
Trigger mode: 4
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.52	554.55
345.736	554.55
345.952	554.55
346.168	764.34
346.384	191.89
346.6	-171.86
346.816	-107.1
347.032	85.57
347.248	494.5
347.464	-360.87
347.68	130.25
347.896	345.71
348.112	52.96
348.328	170.42
348.544	532.2
348.76	82.97
348.975	-424.32
349.191	-305.92
349.407	32.37
349.623	391.71
349.839	391.08
350.055	-52
350.27	316.33
350.486	176.02
350.702	127.88
350.918	84.32
351.133	71.43
351.349	127.89
351.565	97.67
351.781	23.56
351.996	144.53
352.212	110.66
352.428	-610.18
352.644	66.46
352.859	-38.59
353.075	189.33
353.291	178.76
353.506	210.88
353.722	72.38
353.938	290.31
354.153	115.24
354.369	1676
354.584	79.4
354.8	127.03
355.016	268.32
355.231	-234.27
355.447	233.55
355.662	1179.34
355.878	35.85
356.093	125.62
356.309	554.55
356.524	414.88
356.74	192.2
356.955	28.81
357.171	453.85
357.386	163.28
357.602	270.55
357.817	83.08
358.033	163.54
358.248	158.08
358.464	288.31
358.679	78.96
358.895	66.52
359.11	253.92
359.325	-40.78
359.541	924.51
359.756	76.81
359.972	-6645.45
360.187	552.28
360.402	53.27
360.618	75.26
360.833	365.03
361.048	276.33
361.264	-57.4
361.479	133.49
361.694	186.61
361.909	109.66
362.125	154.92
362.34	49.27
362.555	118.65
362.77	170.22
362.986	-81.68
363.201	26.06
363.416	212.47
363.631	219.72
363.847	53
364.062	-109.56
364.277	91.4
364.492	57.49
364.707	-235.96
364.922	128.94
365.138	199.38
365.353	114.21
365.568	148.28
365.783	150.65
365.998	394.35
366.213	159.69
366.428	33.67
366.643	160.78
366.858	131.35
367.073	153.32
367.288	67.3
367.503	133.98
367.718	122.65
367.933	169.94
368.148	89.9
368.363	144.25
368.578	402.64
368.793	153.14
369.008	118.18
369.223	-2708.7
369.438	173.54
369.653	66.48
369.868	168.51
370.083	81.95
370.298	150.94
370.513	123.51
370.728	108.32
370.943	29.99
371.157	212.48
371.372	174.19
371.587	-113.75
371.802	64.3
372.017	92.63
372.232	126.49
372.446	153.63
372.661	88.99
372.876	-2936.36
373.091	234.94
373.306	57.17
373.52	10.18
373.735	163.22
373.95	196.88
374.165	236.76
374.379	78.24
374.594	140.49
374.809	206.76
375.023	85.26
375.238	90.33
375.453	360.05
375.667	343.03
375.882	92.2
376.097	104.96
376.311	94.45
376.526	171.07
376.741	25.87
376.955	271.73
377.17	81.56
377.384	176.67
377.599	144.24
377.813	20.16
378.028	132.51
378.242	143.72
378.457	73.87
378.672	125.12
378.886	92.63
379.101	139.55
379.315	53.71
379.53	72.79
379.744	130.73
379.958	53.48
380.173	65.61
380.387	83.5
380.602	178.54
380.816	222.09
381.031	130.83
381.245	51.84
381.459	93.58
381.674	6426.03
381.888	12.04
382.103	113.79
382.317	87.95
382.531	82.64
382.746	86.52
382.96	55.25
383.174	98.95
383.388	102.7
383.603	68.26
383.817	75.33
384.031	39.03
384.246	14.46
384.46	73.85
384.674	216.8
384.888	57.71
385.103	104.79
385.317	64.16
385.531	64.02
385.745	212.75
385.959	104.12
386.174	53.58
386.388	88.52
386.602	82.52
386.816	118.39
387.03	43.41
387.244	214.04
387.458	170.42
387.672	47.96
387.887	57.83
388.101	127.81
388.315	88.26
388.529	107.96
388.743	49.81
388.957	48.03
389.171	124.65
389.385	89.28
389.599	-32.52
389.813	54.5
390.027	140.65
390.241	114.7
390.455	100.65
390.669	96
390.883	69.46
391.097	120.56
391.311	80.5
391.525	54.2
391.738	131.05
391.952	116.76
392.166	165.14
392.38	33.48
392.594	82.45
392.808	19.47
393.022	35.74
393.236	26.82
393.449	59.34
393.663	75.38
393.877	35.89
394.091	51.97
394.305	94.18
394.518	89.39
394.732	57.62
394.946	70.27
395.16	110.88
395.373	106.13
395.587	75.83
395.801	97.7
396.015	29.22
396.228	66.05
396.442	44.23
396.656	62.02
396.869	62.13
397.083	109.1
397.297	15.19
397.51	79.06
397.724	86.35
397.938	117.7
398.151	59.19
398.365	74.3
398.578	87.94
398.792	104.77
399.005	83.34
399.219	53.34
399.433	65.24
399.646	145.25
399.86	78.24
400.073	88.55
400.287	93.77
400.5	141.23
400.714	84.56
400.927	40.3
401.141	126.72
401.354	169.33
401.567	108.44
401.781	56.09
401.994	89.23
402.208	120.37
402.421	92.59
402.635	58.66
402.848	84.52
403.061	82.81
403.275	68.07
403.488	85
403.701	94.03
403.915	146.83
404.128	81.52
404.341	68.7
404.555	74.91
404.768	59.31
404.981	89.19
405.195	78.71
405.408	51.34
405.621	84.94
405.834	66.32
406.048	78.9
406.261	79.08
406.474	69.64
406.687	19.65
406.9	66.93
407.114	115.01
407.327	118.18
407.54	70.81
407.753	65.61
407.966	109.69
408.179	51.94
408.392	69.06
408.605	57.61
408.819	85.5
409.032	107.23
409.245	73.94
409.458	69.11
409.671	68.27
409.884	73.3
410.097	43.78
410.31	54.62
410.523	85.22
410.736	72.21
410.949	91.81
411.162	42.48
411.375	53.4
411.588	66.75
411.801	75.5
412.014	63.56
412.227	51.11
412.44	83.04
412.653	49.5
412.865	69.81
413.078	116.12
413.291	91.09
413.504	67.07
413.717	63.01
413.93	61.83
414.143	78.46
414.356	75.87
414.568	66.88
414.781	63.57
414.994	81.86
415.207	46.36
415.42	52.14
415.632	69.3
415.845	66.13
416.058	51.21
416.271	48.03
416.483	76.55
416.696	65
416.909	41.62
417.121	59.71
417.334	63.98
417.547	44.28
417.759	46.51
417.972	43.97
418.185	59.04
418.397	47.61
418.61	48.51
418.823	40.42
419.035	84.4
419.248	51.86
419.46	58.15
419.673	57.73
419.885	53.49
420.098	73.09
420.311	56.41
420.523	52.13
420.736	66.44
420.948	77.44
421.161	62.65
421.373	49.96
421.586	57.76
421.798	55.08
422.01	66.41
422.223	63.18
422.435	43.29
422.648	60.74
422.86	39.62
423.073	42.43
423.285	42.43
423.497	42.25
423.71	50.34
423.922	57.9
424.134	104.35
424.347	63.37
424.559	46.16
424.771	50.26
424.984	79.73
425.196	57.15
425.408	43.48
425.621	62.34
425.833	40.65
426.045	56.08
426.257	41.54
426.47	47.68
426.682	41.71
426.894	46.85
427.106	43.06
427.318	46.65
427.531	51.39
427.743	46.04
427.955	67.51
428.167	64.36
428.379	53.02
428.591	51.56
428.804	47.31
429.016	46.38
429.228	51.73
429.44	60.12
429.652	33.78
429.864	22.77
430.076	53.83
430.288	53.79
430.5	35.61
430.712	42.34
430.924	33.87
431.136	48.06
431.348	32.75
431.56	28.2
431.772	42.79
431.984	46.57
432.196	37.69
432.408	38.39
432.62	49.85
432.832	56.34
433.044	48.57
433.256	43.33
433.468	56.34
433.679	48.95
433.891	28.35
434.103	34.7
434.315	44.29
434.527	36.93
434.739	39.31
434.95	52.15
435.162	41.32
435.374	44.25
435.586	47.53
435.798	32.09
436.009	56
436.221	50.85
436.433	50.75
436.645	40.75
436.856	44.97
437.068	54.76
437.28	45.62
437.491	42.99
437.703	51.5
437.915	55.82
438.126	26.74
438.338	62.75
438.55	40.67
438.761	38.55
438.973	37.11
439.184	40.43
439.396	42.31
439.608	45.01
439.819	31.25
440.031	45.34
440.242	47.69
440.454	43.95
440.665	41.35
440.877	41.76
441.088	50.42
441.3	52.07
441.511	40.45
441.723	48.86
441.934	66.02
442.146	48.38
442.357	43.29
442.569	46.4
442.78	57.22
442.991	56.6
443.203	53.97
443.414	32.46
443.626	47.97
443.837	45.23
444.048	37.73
444.26	43.61
444.471	50.71
444.682	37.77
444.894	42
445.105	44
445.316	52.45
445.528	29.27
445.739	45.76
445.95	34.6
446.161	42.82
446.373	44.41
446.584	40.62
446.795	43.99
447.006	43.66
447.217	39.95
447.429	41.69
447.64	34.92
447.851	66.08
448.062	56.19
448.273	36.75
448.484	45.26
448.695	40.36
448.907	51.13
449.118	44.52
449.329	47.23
449.54	46.01
449.751	47.81
449.962	37.95
450.173	39.13
450.384	51.07
450.595	39.01
450.806	35.55
451.017	46.43
451.228	44.54
451.439	44.86
451.65	44.51
451.861	36.81
452.072	45.38
452.283	45.28
452.494	32.85
452.705	38.49
452.915	50.85
453.126	45
453.337	43.04
453.548	38.83
453.759	52.61
453.97	38.03
454.181	43.58
454.391	35.69
454.602	39.29
454.813	50.17
455.024	33.99
455.235	37.61
455.445	47.72
455.656	40.68
455.867	34.89
456.078	36.91
456.288	40.47
456.499	35.73
456.71	40.26
456.921	43
457.131	41.54
457.342	35.65
457.553	38.61
457.763	45.32
457.974	33.83
458.184	32.48
458.395	36.68
458.606	26.92
458.816	39.87
459.027	35.65
459.237	34.72
459.448	42.89
459.659	37.06
459.869	46.5
460.08	33.04
460.29	36.09
460.501	37.7
460.711	42.56
460.922	30.91
461.132	37.99
461.343	48.18
461.553	37.17
461.764	36.97
461.974	31.28
462.184	36.39
462.395	39.57
462.605	37.89
462.816	32.69
463.026	45.2
463.236	37.56
463.447	42.01
463.657	32.68
463.867	41.47
464.078	37.8
464.288	32.47
464.498	36.62
464.709	35.81
464.919	40.67
465.129	35.2
465.339	28.16
465.55	36.1
465.76	40.78
465.97	36.19
466.18	31.84
466.391	31.48
466.601	37.71
466.811	30.18
467.021	29.06
467.231	32.42
467.441	30.88
467.651	29.98
467.862	26.67
468.072	32.28
468.282	27.74
468.492	28.32
